survey,question_concept_id,question,answer_concept_id,answer
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1384648,"Including yourself, who in your family has had astigmatism? - Self"
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740715,"Including yourself, who in your family has had astigmatism? - Mother"
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740811,"Including yourself, who in your family has had astigmatism? - Son"
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740894,"Including yourself, who in your family has had astigmatism? - Father"
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740907,"Including yourself, who in your family has had astigmatism? - Sibling"
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740928,"Including yourself, who in your family has had astigmatism? - Grandparent"
Personal and Family Health History,1740675,"Including yourself, who in your family has had astigmatism? Select all that apply.",1740965,"Including yourself, who in your family has had astigmatism? - Daughter"
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",1384414,"Including yourself, who in your family has had kidney disease without dialysis? - Self"
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",1740686,"Including yourself, who in your family has had kidney disease without dialysis? - Sibling"
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",1740741,"Including yourself, who in your family has had kidney disease without dialysis? - Father"
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",1740760,"Including yourself, who in your family has had kidney disease without dialysis? - Grandparent"
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",1740789,"Including yourself, who in your family has had kidney disease without dialysis? - Mother"
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",1740872,"Including yourself, who in your family has had kidney disease without dialysis? - Daughter"
Personal and Family Health History,1740676,"Including yourself, who in your family has had kidney disease without dialysis? Select all that apply.",1740970,"Including yourself, who in your family has had kidney disease without dialysis? - Son"
Personal and Family Health History,1740677,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? Select all that apply.",903096,PMI: Skip
Personal and Family Health History,1740677,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? Select all that apply.",1740727,"Including yourself, who in your family has had transient ischemic attacks (TIAs or mini-strokes)? - Daughter"
